question_text,document_title,language,annotations,document_plaintext,document_url,question_text_tokenized,document_plaintext_tokenized,label,word_frequency_score,logres_pred,bi_lstm_2b_preds,bi_lstm_3e_preds,logres_pred_bigram
What countries include The Alps?,Alps,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Albrecht von Haller's poem Die Alpen (1732) described the mountains as an area of mythical purity.[115] Jean-Jacques Rousseau was another writer who presented the Alps as a place of allure and beauty, in his novel Julie, or the New Heloise (1761), Later the first wave of Romantics such as Goethe and Turner came to admire the scenery; Wordsworth visited the area in 1790, writing of his experiences in The Prelude (1799). Schiller later wrote the play William Tell (1804), which tells the  story  the legendary Swiss marksman William Tell as part of the greater Swiss struggle for independence from the Habsburg Empire in the early 14th century. At the end of the Napoleonic Wars, the Alpine countries began to see an influx of poets, artists, and musicians,[116] as visitors came to experience the sublime effects of monumental nature.",https://en.wikipedia.org/wiki/Alps,"['What', 'countries', 'include', 'The', 'Alps', '?']","['Albrecht', 'von', 'Haller', ""'s"", 'poem', 'Die', 'Alpen', '(', '1732', ')', 'described', 'the', 'mountains', 'as', 'an', 'area', 'of', 'mythical', 'purity.', '[', '115', ']', 'Jean-Jacques', 'Rousseau', 'was', 'another', 'writer', 'who', 'presented', 'the', 'Alps', 'as', 'a', 'place', 'of', 'allure', 'and', 'beauty', ',', 'in', 'his', 'novel', 'Julie', ',', 'or', 'the', 'New', 'Heloise', '(', '1761', ')', ',', 'Later', 'the', 'first', 'wave', 'of', 'Romantics', 'such', 'as', 'Goethe', 'and', 'Turner', 'came', 'to', 'admire', 'the', 'scenery', ';', 'Wordsworth', 'visited', 'the', 'area', 'in', '1790', ',', 'writing', 'of', 'his', 'experiences', 'in', 'The', 'Prelude', '(', '1799', ')', '.', 'Schiller', 'later', 'wrote', 'the', 'play', 'William', 'Tell', '(', '1804', ')', ',', 'which', 'tells', 'the', 'story', 'the', 'legendary', 'Swiss', 'marksman', 'William', 'Tell', 'as', 'part', 'of', 'the', 'greater', 'Swiss', 'struggle', 'for', 'independence', 'from', 'the', 'Habsburg', 'Empire', 'in', 'the', 'early', '14th', 'century.', 'At', 'the', 'end', 'of', 'the', 'Napoleonic', 'Wars', ',', 'the', 'Alpine', 'countries', 'began', 'to', 'see', 'an', 'influx', 'of', 'poets', ',', 'artists', ',', 'and', 'musicians', ',', '[', '116', ']', 'as', 'visitors', 'came', 'to', 'experience', 'the', 'sublime', 'effects', 'of', 'monumental', 'nature', '.']",0,0.5,1,0,0,0
What is the earliest known example of a domestic cat in history?,Cyprus cat,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Cyprus cats, also known as Cypriot cats, Saint Helen cats, and Saint Nicholas cats, are a landrace of domestic cat found across the island of Cyprus.  A standardized breed is being developed from them; among cat fancier and breeder organizations, it is presently fully recognized by the World Cat Federation (WCF), with breeding regulated by the World Cat Congress (WCC), under the name Aphrodite's Giant; and provisionally by The International Cat Association (TICA) as the Aphrodite. All three organizations permit short-haired and semi-long-haired versions, and no out-crossing to other breeds.",https://en.wikipedia.org/wiki/Cyprus%20cat,"['What', 'is', 'the', 'earliest', 'known', 'example', 'of', 'a', 'domestic', 'cat', 'in', 'history', '?']","['Cyprus', 'cats', ',', 'also', 'known', 'as', 'Cypriot', 'cats', ',', 'Saint', 'Helen', 'cats', ',', 'and', 'Saint', 'Nicholas', 'cats', ',', 'are', 'a', 'landrace', 'of', 'domestic', 'cat', 'found', 'across', 'the', 'island', 'of', 'Cyprus.', 'A', 'standardized', 'breed', 'is', 'being', 'developed', 'from', 'them', ';', 'among', 'cat', 'fancier', 'and', 'breeder', 'organizations', ',', 'it', 'is', 'presently', 'fully', 'recognized', 'by', 'the', 'World', 'Cat', 'Federation', '(', 'WCF', ')', ',', 'with', 'breeding', 'regulated', 'by', 'the', 'World', 'Cat', 'Congress', '(', 'WCC', ')', ',', 'under', 'the', 'name', 'Aphrodite', ""'s"", 'Giant', ';', 'and', 'provisionally', 'by', 'The', 'International', 'Cat', 'Association', '(', 'TICA', ')', 'as', 'the', 'Aphrodite.', 'All', 'three', 'organizations', 'permit', 'short-haired', 'and', 'semi-long-haired', 'versions', ',', 'and', 'no', 'out-crossing', 'to', 'other', 'breeds', '.']",0,0.5384615384615384,1,0,0,1
Where was Super Bowl XXVII held?,Super Bowl XXVII,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","The Cowboys easily defeated their first playoff opponent, the Philadelphia Eagles, 34–10. Dallas' defense held the Eagles to only 178 offensive yards and sacked quarterback Randall Cunningham five times. Meanwhile, the Cowboys recorded 160 rushing yards and 185 passing yards. Aikman completed 15 of 25 passes and 2 touchdowns, while Smith ran for 114 yards and a touchdown.",https://en.wikipedia.org/wiki/Super%20Bowl%20XXVII,"['Where', 'was', 'Super', 'Bowl', 'XXVII', 'held', '?']","['The', 'Cowboys', 'easily', 'defeated', 'their', 'first', 'playoff', 'opponent', ',', 'the', 'Philadelphia', 'Eagles', ',', '34–10.', 'Dallas', ""'"", 'defense', 'held', 'the', 'Eagles', 'to', 'only', '178', 'offensive', 'yards', 'and', 'sacked', 'quarterback', 'Randall', 'Cunningham', 'five', 'times.', 'Meanwhile', ',', 'the', 'Cowboys', 'recorded', '160', 'rushing', 'yards', 'and', '185', 'passing', 'yards.', 'Aikman', 'completed', '15', 'of', '25', 'passes', 'and', '2', 'touchdowns', ',', 'while', 'Smith', 'ran', 'for', '114', 'yards', 'and', 'a', 'touchdown', '.']",0,0.14285714285714285,0,1,0,1
When did John Grisham publish his first book?,John Grisham,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Other stories set there include The Last Juror, The Summons, The Chamber, and Sycamore Row. The stories in the collection Ford County are also set in and around Clanton. Other Grisham novels have non-fictional Southern settings, for example The Runaway Jury and The Partner, are both set in Biloxi, and large portions of The Pelican Brief in New Orleans.",https://en.wikipedia.org/wiki/John%20Grisham,"['When', 'did', 'John', 'Grisham', 'publish', 'his', 'first', 'book', '?']","['Other', 'stories', 'set', 'there', 'include', 'The', 'Last', 'Juror', ',', 'The', 'Summons', ',', 'The', 'Chamber', ',', 'and', 'Sycamore', 'Row.', 'The', 'stories', 'in', 'the', 'collection', 'Ford', 'County', 'are', 'also', 'set', 'in', 'and', 'around', 'Clanton.', 'Other', 'Grisham', 'novels', 'have', 'non-fictional', 'Southern', 'settings', ',', 'for', 'example', 'The', 'Runaway', 'Jury', 'and', 'The', 'Partner', ',', 'are', 'both', 'set', 'in', 'Biloxi', ',', 'and', 'large', 'portions', 'of', 'The', 'Pelican', 'Brief', 'in', 'New', 'Orleans', '.']",0,0.1111111111111111,0,0,0,0
When did Shanghai first become a city?,Shanghai,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Shanghai is the hometown of many outstanding and well-known Chinese professional athletes, such as Yao Ming, the 110-meter hurdler Liu Xiang, the table-tennis player Wang Liqin and the former world women's single champion and current Olympic silver medalist badminton player Wang Yihan.",https://en.wikipedia.org/wiki/Shanghai,"['When', 'did', 'Shanghai', 'first', 'become', 'a', 'city', '?']","['Shanghai', 'is', 'the', 'hometown', 'of', 'many', 'outstanding', 'and', 'well-known', 'Chinese', 'professional', 'athletes', ',', 'such', 'as', 'Yao', 'Ming', ',', 'the', '110-meter', 'hurdler', 'Liu', 'Xiang', ',', 'the', 'table-tennis', 'player', 'Wang', 'Liqin', 'and', 'the', 'former', 'world', 'women', ""'s"", 'single', 'champion', 'and', 'current', 'Olympic', 'silver', 'medalist', 'badminton', 'player', 'Wang', 'Yihan', '.']",0,0.125,1,1,0,0
When did Pushkin write Eugene Onegin?,Eugene Onegin,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","In 2016, the legendary Vakhtangov State Academic Theatre of Russia put on a production of Onegin starring Sergei Makovetsky, described  as ""exuberant, indelible, and arrestingly beautiful"" by the New York Times.",https://en.wikipedia.org/wiki/Eugene%20Onegin,"['When', 'did', 'Pushkin', 'write', 'Eugene', 'Onegin', '?']","['In', '2016', ',', 'the', 'legendary', 'Vakhtangov', 'State', 'Academic', 'Theatre', 'of', 'Russia', 'put', 'on', 'a', 'production', 'of', 'Onegin', 'starring', 'Sergei', 'Makovetsky', ',', 'described', 'as', '``', 'exuberant', ',', 'indelible', ',', 'and', 'arrestingly', 'beautiful', ""''"", 'by', 'the', 'New', 'York', 'Times', '.']",0,0.14285714285714285,0,1,0,0
Who was the first ruler in the Palaiologos dynasty of the Byzantine Empire?,Byzantine Empire under the Palaiologos dynasty,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Andronikos II's policies were not successful in dealing with Byzantium's external problems; however, it would be threats from within the Empire that led to his abdication — in 1320 Andronikos III, the young (in his twenties) grandson of Andronikos II was disinherited by the Emperor.[15] Andronikos III's brother Manuel Palaiologos had been accidentally murdered by Andronikos III's companions over a competitive love affair. His father (Michael IX), the son of Andronikos II, died of shock as a result of his son's death. Andronikos III did not take his disinheritance lightly — organizing an armed opposition, he succeeded in drawing support with promises of generous tax cuts, even beyond those enacted by Andronikos II.[15] Andronikos II was powerless to stop the young usurper; he granted him Thrace as an appanage in 1321,[15] the title of co-emperor in 1322,[15] and after a small war where the Bulgarians and Serbians played the two sides against each other, Andronikos II was forced to abdicate and retire as a monk to a monastery, where he died in 1332.",https://en.wikipedia.org/wiki/Byzantine%20Empire%20under%20the%20Palaiologos%20dynasty,"['Who', 'was', 'the', 'first', 'ruler', 'in', 'the', 'Palaiologos', 'dynasty', 'of', 'the', 'Byzantine', 'Empire', '?']","['Andronikos', 'II', ""'s"", 'policies', 'were', 'not', 'successful', 'in', 'dealing', 'with', 'Byzantium', ""'s"", 'external', 'problems', ';', 'however', ',', 'it', 'would', 'be', 'threats', 'from', 'within', 'the', 'Empire', 'that', 'led', 'to', 'his', 'abdication', '—', 'in', '1320', 'Andronikos', 'III', ',', 'the', 'young', '(', 'in', 'his', 'twenties', ')', 'grandson', 'of', 'Andronikos', 'II', 'was', 'disinherited', 'by', 'the', 'Emperor.', '[', '15', ']', 'Andronikos', 'III', ""'s"", 'brother', 'Manuel', 'Palaiologos', 'had', 'been', 'accidentally', 'murdered', 'by', 'Andronikos', 'III', ""'s"", 'companions', 'over', 'a', 'competitive', 'love', 'affair.', 'His', 'father', '(', 'Michael', 'IX', ')', ',', 'the', 'son', 'of', 'Andronikos', 'II', ',', 'died', 'of', 'shock', 'as', 'a', 'result', 'of', 'his', 'son', ""'s"", 'death.', 'Andronikos', 'III', 'did', 'not', 'take', 'his', 'disinheritance', 'lightly', '—', 'organizing', 'an', 'armed', 'opposition', ',', 'he', 'succeeded', 'in', 'drawing', 'support', 'with', 'promises', 'of', 'generous', 'tax', 'cuts', ',', 'even', 'beyond', 'those', 'enacted', 'by', 'Andronikos', 'II.', '[', '15', ']', 'Andronikos', 'II', 'was', 'powerless', 'to', 'stop', 'the', 'young', 'usurper', ';', 'he', 'granted', 'him', 'Thrace', 'as', 'an', 'appanage', 'in', '1321', ',', '[', '15', ']', 'the', 'title', 'of', 'co-emperor', 'in', '1322', ',', '[', '15', ']', 'and', 'after', 'a', 'small', 'war', 'where', 'the', 'Bulgarians', 'and', 'Serbians', 'played', 'the', 'two', 'sides', 'against', 'each', 'other', ',', 'Andronikos', 'II', 'was', 'forced', 'to', 'abdicate', 'and', 'retire', 'as', 'a', 'monk', 'to', 'a', 'monastery', ',', 'where', 'he', 'died', 'in', '1332', '.']",0,0.5714285714285714,0,0,0,0
When was CSS developed?,Cascading Style Sheets,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Properties are specified in the CSS standard. Each property has a set of possible values. Some properties can affect any type of element, and others apply only to particular groups of elements.",https://en.wikipedia.org/wiki/Cascading%20Style%20Sheets,"['When', 'was', 'CSS', 'developed', '?']","['Properties', 'are', 'specified', 'in', 'the', 'CSS', 'standard.', 'Each', 'property', 'has', 'a', 'set', 'of', 'possible', 'values.', 'Some', 'properties', 'can', 'affect', 'any', 'type', 'of', 'element', ',', 'and', 'others', 'apply', 'only', 'to', 'particular', 'groups', 'of', 'elements', '.']",0,0.2,0,1,0,0
Who created Star Trek?,Gene Roddenberry,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","However, the groundswell of vociferous fan support (6,000 attended the second New York Star Trek convention in 1973 and 15,000 attended in 1974, eclipsing the 4,500 attendees at the 32nd World Science Fiction Convention in 1974) led Paramount to hire Roddenberry to create and produce a feature film based on the franchise in May 1975.[110][111] The studio was unimpressed with the ideas being put forward; John D. F. Black's opinion was that their ideas were never ""big enough"" for the studio, even when one scenario involved the end of the universe.[112] At the time, several ideas were partly developed including Star Trek: The God Thing and Star Trek: Planet of the Titans.[113][114] Following the commercial reception of Star Wars, in June 1977, Paramount instead green-lit a new series set in the franchise titled Star Trek: Phase II,[115] with Roddenberry and most of the original cast, except Nimoy, set to reprise their respective roles.[116] It was to be the anchor show of a proposed Paramount-owned ""fourth network"",[115] but plans for the network were scrapped and the project was reworked into a feature film.[117] The result, Star Trek: The Motion Picture, troubled the studio because of budgetary concerns,[118] but was a box-office hit. Adjusted for inflation, it was the third-highest grossing Star Trek movie, with the 2009 film coming in first and the 2013 film second.",https://en.wikipedia.org/wiki/Gene%20Roddenberry,"['Who', 'created', 'Star', 'Trek', '?']","['However', ',', 'the', 'groundswell', 'of', 'vociferous', 'fan', 'support', '(', '6,000', 'attended', 'the', 'second', 'New', 'York', 'Star', 'Trek', 'convention', 'in', '1973', 'and', '15,000', 'attended', 'in', '1974', ',', 'eclipsing', 'the', '4,500', 'attendees', 'at', 'the', '32nd', 'World', 'Science', 'Fiction', 'Convention', 'in', '1974', ')', 'led', 'Paramount', 'to', 'hire', 'Roddenberry', 'to', 'create', 'and', 'produce', 'a', 'feature', 'film', 'based', 'on', 'the', 'franchise', 'in', 'May', '1975.', '[', '110', ']', '[', '111', ']', 'The', 'studio', 'was', 'unimpressed', 'with', 'the', 'ideas', 'being', 'put', 'forward', ';', 'John', 'D.', 'F.', 'Black', ""'s"", 'opinion', 'was', 'that', 'their', 'ideas', 'were', 'never', '``', 'big', 'enough', ""''"", 'for', 'the', 'studio', ',', 'even', 'when', 'one', 'scenario', 'involved', 'the', 'end', 'of', 'the', 'universe.', '[', '112', ']', 'At', 'the', 'time', ',', 'several', 'ideas', 'were', 'partly', 'developed', 'including', 'Star', 'Trek', ':', 'The', 'God', 'Thing', 'and', 'Star', 'Trek', ':', 'Planet', 'of', 'the', 'Titans.', '[', '113', ']', '[', '114', ']', 'Following', 'the', 'commercial', 'reception', 'of', 'Star', 'Wars', ',', 'in', 'June', '1977', ',', 'Paramount', 'instead', 'green-lit', 'a', 'new', 'series', 'set', 'in', 'the', 'franchise', 'titled', 'Star', 'Trek', ':', 'Phase', 'II', ',', '[', '115', ']', 'with', 'Roddenberry', 'and', 'most', 'of', 'the', 'original', 'cast', ',', 'except', 'Nimoy', ',', 'set', 'to', 'reprise', 'their', 'respective', 'roles.', '[', '116', ']', 'It', 'was', 'to', 'be', 'the', 'anchor', 'show', 'of', 'a', 'proposed', 'Paramount-owned', '``', 'fourth', 'network', ""''"", ',', '[', '115', ']', 'but', 'plans', 'for', 'the', 'network', 'were', 'scrapped', 'and', 'the', 'project', 'was', 'reworked', 'into', 'a', 'feature', 'film.', '[', '117', ']', 'The', 'result', ',', 'Star', 'Trek', ':', 'The', 'Motion', 'Picture', ',', 'troubled', 'the', 'studio', 'because', 'of', 'budgetary', 'concerns', ',', '[', '118', ']', 'but', 'was', 'a', 'box-office', 'hit.', 'Adjusted', 'for', 'inflation', ',', 'it', 'was', 'the', 'third-highest', 'grossing', 'Star', 'Trek', 'movie', ',', 'with', 'the', '2009', 'film', 'coming', 'in', 'first', 'and', 'the', '2013', 'film', 'second', '.']",0,0.4,0,0,0,0
What chemical is in a fire extinguisher?,Fire extinguisher,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","The carbon dioxide (CO2) extinguisher was invented (at least in the US) by the Walter Kidde Company in 1924 in response to Bell Telephone's request for an electrically non-conductive chemical for extinguishing the previously difficult-to-extinguish fires in telephone switchboards. It consisted of a tall metal cylinder containing 7.5 pounds (3.4kg) of CO2 with a wheel valve and a woven brass, cotton covered hose, with a composite funnel-like horn as a nozzle. CO2 is still popular today as it is an ozone-friendly clean agent and is used heavily in film and television production to extinguish burning stuntmen.[9]  Carbon dioxide extinguishes fire mainly by displacing oxygen. It was once thought that it worked by cooling, although this effect on most fires is negligible. This characteristic is well known and has led to the widespread misuse of carbon dioxide extinguishers to rapidly cool beverages, especially beer.",https://en.wikipedia.org/wiki/Fire%20extinguisher,"['What', 'chemical', 'is', 'in', 'a', 'fire', 'extinguisher', '?']","['The', 'carbon', 'dioxide', '(', 'CO2', ')', 'extinguisher', 'was', 'invented', '(', 'at', 'least', 'in', 'the', 'US', ')', 'by', 'the', 'Walter', 'Kidde', 'Company', 'in', '1924', 'in', 'response', 'to', 'Bell', 'Telephone', ""'s"", 'request', 'for', 'an', 'electrically', 'non-conductive', 'chemical', 'for', 'extinguishing', 'the', 'previously', 'difficult-to-extinguish', 'fires', 'in', 'telephone', 'switchboards.', 'It', 'consisted', 'of', 'a', 'tall', 'metal', 'cylinder', 'containing', '7.5', 'pounds', '(', '3.4kg', ')', 'of', 'CO2', 'with', 'a', 'wheel', 'valve', 'and', 'a', 'woven', 'brass', ',', 'cotton', 'covered', 'hose', ',', 'with', 'a', 'composite', 'funnel-like', 'horn', 'as', 'a', 'nozzle.', 'CO2', 'is', 'still', 'popular', 'today', 'as', 'it', 'is', 'an', 'ozone-friendly', 'clean', 'agent', 'and', 'is', 'used', 'heavily', 'in', 'film', 'and', 'television', 'production', 'to', 'extinguish', 'burning', 'stuntmen.', '[', '9', ']', 'Carbon', 'dioxide', 'extinguishes', 'fire', 'mainly', 'by', 'displacing', 'oxygen.', 'It', 'was', 'once', 'thought', 'that', 'it', 'worked', 'by', 'cooling', ',', 'although', 'this', 'effect', 'on', 'most', 'fires', 'is', 'negligible.', 'This', 'characteristic', 'is', 'well', 'known', 'and', 'has', 'led', 'to', 'the', 'widespread', 'misuse', 'of', 'carbon', 'dioxide', 'extinguishers', 'to', 'rapidly', 'cool', 'beverages', ',', 'especially', 'beer', '.']",0,0.75,1,0,0,1
